72184-1-entrytone|ᎠᏧᏣ|Achű:ja.|Boy
72243-1-vsecondimpertone|ᎯᏗᏏ|Hi:dì:si.|Let you be giving him a long  object (Let you...)
72243-1-vthirdinftone|ᎤᏕᏗ|U:dé:hdi.|For him to be giving him a long  object (For him to...)
72243-1-vthirdpasttone|ᎤᏕᎸᎢ|Ù:dé:lv̌:ɂi.|He did giv him a long  object (He did...a while ago)
72243-1-vthirdprestone|ᎠᏕᎰᎢ|À:dé:hó:ɂi.|He is usually giving him a long  object (He usually...)
72244-1-entrytone|ᎠᏕᏠᏆᎠ|À:de:hlohgwáɂa.|He is learning, he is learning it
72244-1-vfirstprestone|ᎦᏕᎶᏆᎠ|Gadè:lohgwáɂa.|I am learning, I am learning it (I am...)
72244-1-vsecondimpertone|ᎭᏕᎶᏆ|Hade:hlohgwa.|Let you be learning, Let you be learning it (Let you...)
72244-1-vthirdinftone|ᎤᏕᎶᏆᏍᏗ|U:de:hlohgwà:sdi.|For him to be learning, For him to be learning it (For him to...)
72244-1-vthirdpasttone|ᎤᏕᎶᏆᎥᎢ|Ù:de:hlohgwáɂv̌:ɂi.|He did learn, He did learn it (He did...a while ago)
72244-1-vthirdprestone|ᎠᏕᎶᏆᏍᎪᎢ|À:dehlo:hgwâ:sgó:ɂi.|He is usually learning, he is usually learning it (He usually...)
72245-1-entrytone|ᎠᏕᎰᎯᏍᏗᎭ|À:de:hǒ:hísdiha.|He is embarrassing him
72245-1-vfirstprestone|ᏥᏯᏕᎣᎯᏍᏗᎭ|Ji:yade:ɂǒ:hísdiha.|I am embarrassing him (I am...)
72245-1-vsecondimpertone|ᎯᏯᏕᎣᎯᏍᏓ|Hi:yadeɂo:hisda.|Let you be embarrassing him (Let you...)
72245-1-vthirdinftone|ᎤᏕᎰᎯᏍᏙᏗ|U:de:hǒ:hísdohdi.|For him to be embarrassing him (For him to...)
72245-1-vthirdpasttone|ᎤᏕᎰᎯᏍᏔᏅᎢ|Ù:de:hǒ:hǐstanv̌:ɂi.|He did embarrass him (He did...a while ago)
72245-1-vthirdprestone|ᎠᏕᎰᎯᏍᏗᏍᎪᎢ|À:de:hǒ:hísdi:sgó:ɂi.|He is usually embarrassing him (He usually...)
72246-1-entrytone|ᎠᏕᎰᏍᎦ|À:de:hǒ:sga.|He is embarrassed
72246-1-vfirstprestone|ᎦᏕᎣᏍᎦ|Gadeɂǒ:sga.|I am embarrassed (I am...)
72246-1-vsecondimpertone|ᎭᏕᎰᎯ|Hade:hǒ:hi.|Let you be embarrassed (Let you...)
72246-1-vthirdinftone|ᎤᏕᎰᎯᏍᏗ|U:de:hǒ:hísdi.|For him to be embarrassed (For him to...)
72246-1-vthirdpasttone|ᎤᏕᎰᏒᎢ|Ù:de:hǒ:sv́:ɂi.|A while ago he did embarrassed (He did...a while ago)
72246-1-vthirdprestone|ᎠᏕᎰᏍᎪᎢ|À:de:hǒ:sgóɂi.|He is usually embarrassed (He usually...)
72247-1-entrytone|ᎠᏕᎲᏍᎦ|À:de:hv́sga.|He is being born
72247-1-vfirstprestone|ᎦᏕᎥᏍᎦ|Gadeɂv́sga.|I am being born (I am...)
72247-1-vsecondimpertone|ᎭᏕᎲᎦ|Ha:de:hv̀:ga.|Let you be being born (Let you...)
72247-1-vthirdinftone|ᎤᏕᏗ|U:dehdi.|For him to be being born (For him to...)
72247-1-vthirdpasttone|ᎤᏕᏅᎢ|Ù:de:hnv̌:ɂi.|He did be born (He did...a while ago)
72247-1-vthirdprestone|ᎠᏕᎲᏍᎪᎢ|À:de:hvsgó:ɂi.|He is usually being born (He usually...)
72248-1-entrytone|ᎠᏕᎳ|Adě:la.|Money
72249-1-entrytone|ᎠᏕᎳᏗᏗᎢ|Adě:ldiyhdi̋:ɂi.|Bank
72249-2-entrytone|ᎠᏕᎳᏧᏂᏗᎢ|Adě:lju:niyhdi̋:i.|Bank
72250-1-entrytone|ᎠᏕᎳᏧᏢᎢ|Adě:ljǔ:hlv̋:ɂi.|California
72251-1-entrytone|ᎠᏕᎶᎰᏍᎦ|À:de:loho:sga.|He is finding it out
72251-1-vfirstprestone|ᎦᏕᎶᎣᏍᎦ|Gade:loɂo:sga.|I am finding it out (I am...)
72251-1-vsecondimpertone|ᎭᏕᎶᎰᎯ|Hade:lohǒ:hi.|Let you be finding it out (Let you...)
72251-1-vthirdinftone|ᎤᏕᎶᎰᎯᏍᏗ|U:de:loho:hísdi.|For him to be finding it out (For him to...)
72251-1-vthirdpasttone|ᎤᏕᎶᎰᏒᎢ|Ù:de:loho:sv̌:ɂi.|He did find it out (He did...a while ago)
72251-1-vthirdprestone|ᎠᏕᎶᎰᏍᎪᎢ|À:dè:loho:sgó:ɂi.|He is usually finding it out (He usually...)
72252-1-entrytone|ᎠᏕᎸᎢ|Áde:lv̋:ɂi.|Dollars
72253-1-entrytone|ᎠᏕᏛᏍᎦ|À:de:tv́sga.|He is diving
72253-1-vfirstprestone|ᎦᏕᏛᏍᎦ|Ga:dé:dvsga.|I am diving (I am...)
72253-1-vsecondimpertone|ᎭᏕᏛᎦ|Hade:tv̀:ga.|Let you be diving (Let you...)
72253-1-vthirdinftone|ᎤᏕᏘᏗ|U:de:tdi.|For him to be diving (For him to...)
72253-1-vthirdpasttone|ᎤᏕᏘᏅᎢ|Ù:dě:tínv́:ɂi.|He did div (He did...a while ago)
72253-1-vthirdprestone|ᎠᏕᏛᏍᎪᎢ|À:de:tv́sgóɂi.|He is usually diving (He usually...)
72254-1-entrytone|ᎠᏕᏲᎭ|À:dé:yoha.|1. he is going around a curve  2. he is turning off the road  3. he is circling it
72254-1-vfirstprestone|ᎦᏕᏲᎭ|Ga:de:yoha.|1. I am going around a curve  2. I am turning off the road  3. I am circling it (I am...)
72254-1-vsecondimpertone|ᎭᏕᏯᎦ|Ha:de:yaga.|1. Let you be going around a curve  2. Let you be turning off the road  3. Let you be circling it (Let you...)
72254-1-vthirdinftone|ᎤᏕᏯᏍᏗ|U:děysdi.|1. For him to be going around a curve  2. For him to be turning off the road  3. For him to be circling it (For him to...)
72254-1-vthirdpasttone|ᎤᏕᏲᎸᎢ|Ù:dě:yô:lv̌:ɂi.|1. He did go around a curve  2. He did turn off the road  3. He did circl it (He did...a while ago)
72254-1-vthirdprestone|ᎠᏕᏲᎰᎢ|À:dé:yohoi.|1. he is usually going around a curve  2. he is usually turning off the road  3. he is usually circling it (He usually...)
72255-1-entrytone|ᎠᏕᏲᎲᎢ|À:dé:yohv̋:ɂi.|Curve
72255-1-nounadjpluraltone|ᏓᎠᏕᏲᎲᎢ|Dà:dé:yohv̋:ɂi.|Curve (plural)
72256-1-entrytone|ᎠᏗᎠ|À:díɂa.|He is laying a long object down
72256-1-vfirstprestone|ᏥᏗᎠ|Jidíɂa.|I am laying a long object down (I am...)
72256-1-vsecondimpertone|ᎯᏓ|Hida.|Let you be laying a long object down (Let you...)
72256-1-vthirdinftone|ᎤᏗᏍᏗ|U:dì:sdi.|For him to be laying a long object down (For him to...)
72256-1-vthirdpasttone|ᎤᏛᎢ|Ù:dv̌:ɂi.|He did lay a long object down (He did...a while ago)
72256-1-vthirdprestone|ᎠᏗᏍᎪᎢ|À:dî:sgó:ɂi.|He is usually laying a long object down (He usually...)
72257-1-entrytone|ᎠᏗᏗᎭ|À:di:díha.|He is rising from a prone position
72257-1-vfirstprestone|ᎦᏗᏗᎠ|Gadi:dí:ɂa.|I am rising from a prone position (I am...)
72257-1-vsecondimpertone|ᎭᏗᏓ|Hadǐ:da.|Let you be rising from a prone position (Let you...)
72257-1-vthirdinftone|ᎤᏗᏘᏗ|U:di:tdi.|For him to be rising from a prone position (For him to...)
72257-1-vthirdpasttone|ᎤᏗᏛᎲᎢ|Ù:di:dv:hv̌:ɂi.|He did ris from a prone position (He did...a while ago)
72257-1-vthirdprestone|ᎠᏗᏗᏍᎪᎢ|À:di:dǐ:sgóɂi.|He is usually rising from a prone position (He usually...)
72258-1-entrytone|ᎠᏗᎦᎴᏯᎠ|À:di:galě:yáɂa.|He is scattering it
72258-1-vfirstprestone|ᎦᏗᎦᎴᏯᎠ|Gadi:galě:yáɂa.|I am scattering it (I am...)
72258-1-vsecondimpertone|ᎭᏗᎦᎴᏯ|Hadi:galě:ya.|Let you be scattering it (Let you...)
72258-1-vthirdinftone|ᎤᏗᎦᎴᏯᏍᏗ|U:di:galě:yâ:sdi.|For him to be scattering it (For him to...)
72258-1-vthirdpasttone|ᎤᏗᎦᎴᏴᎢ|Ù:di:galé:yv̌:ɂi.|He did scatter it (He did...a while ago)
72258-1-vthirdprestone|ᎠᏗᎦᎴᏯᏍᎪᎢ|À:di:galě:yâ:sgó:ɂi.|He is usually scattering it (He usually...)
72259-1-entrytone|ᎠᏗᎦᎴᏲᎦ|À:di:galě:yô:ga.|It is scattering
72259-1-vthirdinftone|ᎤᏗᎦᎴᏲᎢᏍᏗ|U:di:galě:yôysdi.|For him to be scattering (For him to...)
72259-1-vthirdpasttone|ᎤᏗᎦᎴᏲᏨᎢ|Ù:di:galě:yô:jv̌:ɂi.|He did scatter (He did...a while ago)
72259-1-vthirdprestone|ᎠᏗᎦᎴᏲᎪᎢ|À:di:galě:yô:gó:ɂi.|It is usually scattering (He usually...)
72260-1-entrytone|ᎠᏗᏆᎸᏕᏲᎭ|À:dí:gwalv:dé:yoha.|He is spinning, rotating
72260-1-vfirstprestone|ᎦᏗᏆᎸᏕᏲᎭ|Ga:dí:gwalv:dé:yoha.|I am spinning, rotating (I am...)
72260-1-vsecondimpertone|ᎭᏗᏆᎸᏕᏯᎦ|Ha:dì:gwa:lv:de:yaga.|Let you be spinning, rotating (Let you...)
72260-1-vthirdinftone|ᎤᏗᏆᎸᏕᏯᏍᏗ|U:dì:gwalv:děysdi.|For him to be spinning, rotating (For him to...)
72260-1-vthirdpasttone|ᎤᏗᏆᎸᏕᏲᎸᎢ|Ù:dí:gwalv:dě:yô:lv̌:ɂi.|He did spinn, rotating (He did...a while ago)
72260-1-vthirdprestone|ᎠᏗᏆᎸᏕᏲᎰᎢ|À:dí:gwalv:de:yohó:ɂi.|He is usually spinning, rotating (He usually...)
72261-1-entrytone|ᎠᏗᎭ|À:diha.|He is saying it
72261-1-vfirstprestone|ᎦᏗᎠ|Gadí:ɂa.|I am saying it (I am...)
72261-1-vsecondimpertone|ᎭᏓ|Hada.|Let you be saying it (Let you...)
72261-1-vthirdinftone|ᎤᏘᏗ|U:tdi.|For him to be saying it (For him to...)
72261-1-vthirdpasttone|ᎤᏛᏅᎢ|Ù:dv:hnv̌:ɂi.|He did say it (He did...a while ago)
72261-1-vthirdprestone|ᎠᏗᏍᎪᎢ|À:dǐ:sgóɂi.|He is usually saying it (He usually...)
72262-1-entrytone|ᎠᏗᏅᏗᎭ|À:dǐ:nv̂:diha.|He is running over him, it
72262-1-vfirstprestone|ᏥᏯᏗᏅᏗᎭ|Ji:yadǐ:nv̂:diha.|I am running over him, it (I am...)
72262-2-vfirstprestone|ᎦᏗᏅᏗᎭ|Gadǐ:nv̂:diha.|I am running over him, it (I am...)
72262-1-vsecondimpertone|ᎯᏯᏗᏅᏓ|Hi:yadi:nv̀:da.|Let you be running over him, it (Let you...)
72262-2-vsecondimpertone|ᎭᏗᏅᏓ|Ha:di:nv̀:da.|Let you be running over him, it (Let you...)
72262-1-vthirdinftone|ᎤᏗᏅᏙᏗ|U:dǐ:nv̂:dohdi.|For him to be running over him, it (For him to...)
72262-1-vthirdpasttone|ᎤᏗᏅᏔᏅᎢ|Ù:dǐ:nv̂:tanv̌:ɂi.|He did runn over him, it (He did...a while ago)
72262-1-vthirdprestone|ᎠᏗᏅᏗᏍᎪᎢ|À:dǐ:nv̂:di:sgó:ɂi.|He is usually running over him, it (He usually...)
72264-1-entrytone|ᎠᏗᏍᎦᎸᏍᎦ|À:di:sgahlv́sga.|He is hiding
72264-1-vfirstprestone|ᎦᏗᏍᎦᎸᏍᎦ|Gadì:sgahlv́sga.|I am hiding (I am...)
72264-1-vsecondimpertone|ᎭᏗᏍᎦᎸᎦ|Hadi:sgahlv̀:ga.|Let you be hiding (Let you...)
72264-1-vthirdinftone|ᎤᏗᏍᎦᏟᏗ|U:di:sgahldi.|For him to be hiding (For him to...)
72264-1-vthirdpasttone|ᎤᏗᏍᎦᎳᏅᎢ|Ù:di:sgahlánv́:ɂi.|He did hid (He did...a while ago)
72264-1-vthirdprestone|ᎠᏗᏍᎦᎸᏍᎪᎢ|À:di:sgahlvsgóɂi.|He is usually hiding (He usually...)
72265-1-entrytone|ᎠᏗᏏᏯᎠ|À:dî:si:yáɂa.|He is leaving a long object behind
72265-1-vfirstprestone|ᏥᏗᏏᏯᎠ|Jidî:si:yáɂa.|I am leaving a long object behind (I am...)
72265-1-vsecondimpertone|ᎯᏗᏏᏯ|Hidì:sǐ:ya.|Let you be leaving a long object behind (Let you...)
72265-1-vthirdinftone|ᎤᏗᏏᏯᏍᏗ|U:dì:sǐ:yâ:sdi.|For him to be leaving a long object behind (For him to...)
72265-1-vthirdpasttone|ᎤᏗᏏᏴᎢ|Ù:dî:si:yv̌:ɂi.|He did leav a long object behind (He did...a while ago)
72265-1-vthirdprestone|ᎠᏗᏏᏯᏍᎪᎢ|À:dǐ:si:yâ:sgó:ɂi.|He is usually leaving a long object behind (He usually...)
72266-1-entrytone|ᎠᏗᏔᏍᏗ|Adǐ:tasdi.|Something to drink
72266-1-nounadjpluraltone|ᏗᏗᏔᏍᏗ|Dì:dǐ:tasdi.|Something to drink (plural)
72267-1-entrytone|ᎠᏗᏔᏍᎦ|À:di:tásga.|He is drinking it
72267-1-vfirstprestone|ᎦᏗᏔᏍᎦ|Gadì:tásga.|I am drinking it (I am...)
72267-1-vsecondimpertone|ᎭᏗᏔ|Hadǐ:ta.|Let you be drinking it (Let you...)
72267-1-vthirdinftone|ᎤᏗᏔᏍᏗ|U:di:tasdi.|For him to be drinking it (For him to...)
72267-1-vthirdpasttone|ᎤᏗᏔᎲᎢ|Ù:di:tahv̌:ɂi.|He did drink it (He did...a while ago)
72267-1-vthirdprestone|ᎠᏗᏔᏍᎪᎢ|À:di:tasgó:ɂi.|He is usually drinking it (He usually...)
72268-1-entrytone|ᎠᏗᏙᏗ|Adi:tóhdi.|Spoon
72268-1-nounadjpluraltone|ᏗᏗᏙᏗ|Di:di:tóhdi.|Spoon (plural)
72269-1-entrytone|ᎠᏜ|A:dla.|1. rubber,  2. chewing gum
72270-1-entrytone|ᎠᏜᎪᏍᎦ|À:dlagǒ:sga.|He is scratching
72270-1-vfirstprestone|ᎦᏜᎪᏍᎦ|Gadlagó:sga.|I am scratching (I am...)
72270-1-vsecondimpertone|ᎭᏜᎪᎳ|Hadlagǒ:la.|Let you be scratching (Let you...)
72270-1-vthirdinftone|ᎤᏜᎪᏍᏗ|U:dlagǒ:sdi.|For him to be scratching (For him to...)
72270-1-vthirdpasttone|ᎤᏜᎪᏒᎢ|Ù:dlagó:sv́:ɂi.|He did scratch (He did...a while ago)
72270-1-vthirdprestone|ᎠᏜᎪᏍᎪᎢ|À:dlagǒ:sgóɂi.|He is usually scratching (He usually...)
72271-1-entrytone|ᎠᏜᏩᏛᎢ|A:dlawáɂdv̋:ɂi.|Pocket
72271-1-nounadjpluraltone|ᏓᏜᏩᏛᎢ|Dà:dlǎ:wáɂdv̋:ɂi.|Pocket (plural)
72272-1-entrytone|ᎠᏞᎠ|À:dlé:ɂa.|He is turning off the road
72272-1-vfirstprestone|ᎦᏞᎠ|Gadlé:ɂa.|I am turning off the road (I am...)
72272-1-vsecondimpertone|ᎭᏜᎩ|Hadlagi.|Let you be turning off the road (Let you...)
72272-1-vthirdinftone|ᎤᏞᏍᏗ|U:dlè:sdi.|For him to be turning off the road (For him to...)
72272-1-vthirdpasttone|ᎤᏞᏒᎢ|Ù:dlé:sv̌:ɂi.|He did turn off the road (He did...a while ago)
72272-1-vthirdprestone|ᎠᏞᏍᎪᎢ|À:dlé:sgó:ɂi.|He is usually turning off the road (He usually...)
72273-1-entrytone|ᎠᏞᏤᎭ|À:dlé:cheha.|He is taking revenge against him
72273-1-vfirstprestone|ᏥᏯᏞᏤᎭ|Ji:yadlé:cheha.|I am taking revenge against him (I am...)
72273-1-vsecondimpertone|ᎯᏯᏞᏥᏏ|Hi:yadlè:chisi.|Let you be taking revenge against him (Let you...)
72273-1-vthirdinftone|ᎤᏞᏤᏗ|U:dlè:chéhdi.|For him to be taking revenge against him (For him to...)
72273-1-vthirdpasttone|ᎤᏞᏤᎸᎢ|Ù:dlé:che:lv̌:ɂi.|He did tak revenge against him (He did...a while ago)
72273-1-vthirdprestone|ᎠᏞᏤᎰᎢ|À:dlé:chehó:ɂi.|He is usually taking revenge against him (He usually...)
72274-1-entrytone|ᎠᏞᎢᏍᏗ|Adlè:ɂísdi.|Revenge
72275-1-entrytone|ᎠᏞᏌᏙ|Adlè:sado.|Apron
72275-1-nounadjpluraltone|ᏗᏞᏌᏙ|Di:dlè:sado.|Apron (plural)
72276-1-entrytone|ᎠᏞᏍᎬᎢ|À:dlé:sgv̋:ɂi.|Turn-off
72276-1-nounadjpluraltone|ᏓᏞᏍᎬᎢ|Dà:dlé:sgv̋:ɂi.|Turn-off (plural)
72277-1-entrytone|ᎠᏟᎠ|À:dlíɂa.|He is pouring liquid in a container
72277-1-vfirstprestone|ᏥᏟᎠ|Jidlíɂa.|I am pouring liquid in a container (I am...)
72277-1-vsecondimpertone|ᎯᏟᎦ|Hidlì:ga.|Let you be pouring liquid in a container (Let you...)
72277-1-vthirdinftone|ᎤᏟᏍᏗ|U:dlì:sdi.|For him to be pouring liquid in a container (For him to...)
72277-1-vthirdpasttone|ᎤᏢᎢ|Ù:dlv̌:ɂi.|He did pour liquid in a container (He did...a while ago)
72277-1-vthirdprestone|ᎠᏟᏍᎪᎢ|À:dlî:sgó:ɂi.|He is usually pouring liquid in a container (He usually...)
72278-1-entrytone|ᎠᏟᎠᏙ|Adliɂado.|Earring
72278-1-nounadjpluraltone|ᏗᏟᎠᏙ|Di:dliɂado.|Earring (plural)
72279-1-entrytone|ᎠᏟᎦ|À:dlî:ga.|1. it is pouring into a container (liquid), 2. it is filling
72279-1-vthirdinftone|ᎤᏟᎢᏍᏗ|U:dlìysdi.|1. For him to be pouring into a container (liquid), 2. For him to be filling (For him to...)
72279-1-vthirdpasttone|ᎤᏟᏨᎢ|Ù:dlî:jv̌:ɂi.|1. He did pour into a container (liquid), 2. He did fill (He did...a while ago)
72279-1-vthirdprestone|ᎠᏟᎪᎢ|À:dlî:gó:ɂi.|1. it is usually pouring into a container (liquid), 2. it is usually filling (He usually...)
72280-1-entrytone|ᎠᏟᎭ|À:dlǐ:ha.|He is drawing a liquid out of a container
72280-1-vfirstprestone|ᏥᏟᎠ|Jidlíɂa.|I am drawing a liquid out of a container (I am...)
72280-1-vsecondimpertone|ᎯᏜ|Hidla.|Let you be drawing a liquid out of a container (Let you...)
72280-1-vthirdinftone|ᎤᏢᏗ|U:dlvhdi.|For him to be drawing a liquid out of a container (For him to...)
72280-1-vthirdpasttone|ᎤᏢᎲᎢ|Ù:dlv:hv̌:ɂi.|He did draw a liquid out of a container (He did...a while ago)
72280-1-vthirdprestone|ᎠᏟᏍᎪᎢ|À:dlǐ:sgóɂi.|He is usually drawing a liquid out of a container (He usually...)
72281-1-entrytone|ᎠᏟᏍᏗᎭ|À:dlî:sdiha.|He is pouring liquid in a container
72281-1-vfirstprestone|ᏥᏟᏍᏗᎭ|Jidlî:sdiha.|I am pouring liquid in a container (I am...)
72281-1-vsecondimpertone|ᎯᏟᏍᏓ|Hidlì:sda.|Let you be pouring liquid in a container (Let you...)
72281-1-vthirdinftone|ᎤᏟᏍᏙᏗ|U:dlì:sdohdi.|For him to be pouring liquid in a container (For him to...)
72281-1-vthirdpasttone|ᎤᏟᏍᏔᏅᎢ|Ù:dlî:stanv̌:ɂi.|He did pour liquid in a container (He did...a while ago)
72281-1-vthirdprestone|ᎠᏟᏍᏗᏍᎪᎢ|À:dlî:sdi:sgó:ɂi.|He is usually pouring liquid in a container (He usually...)
72282-1-entrytone|ᎠᏟᏍᏙᏗ|Ádlì:sdohdi.|Container (for liquid)
72282-1-nounadjpluraltone|ᏗᏟᏍᏙᏗ|Dǐ:dlì:sdohdi.|Container (for liquid) (plural)
72283-1-entrytone|ᎠᏠᏱᎭ|À:dlo:hyíha.|He is crying
72283-1-vfirstprestone|ᎦᏠᏱᎭ|Gadlò:yíha.|I am crying (I am...)
72283-1-vsecondimpertone|ᎭᏠᏱᎦ|Hadloyhga.|Let you be crying (Let you...)
72283-1-vthirdinftone|ᎤᏠᏱᏍᏗ|U:dloysdi.|For him to be crying (For him to...)
72283-1-vthirdpasttone|ᎤᏠᏱᎸᎢ|Ù:dlo:hyílv̌:ɂi.|He did cry (He did...a while ago)
72283-1-vthirdprestone|ᎠᏠᏱᎰᎢ|À:dlo:hyíhóɂi.|He is usually crying (He usually...)
72284-1-entrytone|ᎠᏠᎢᏍᎦ|À:dloysga.|He is getting off
72284-1-vfirstprestone|ᎦᏠᎢᏍᎦ|Gadlóysga.|I am getting off (I am...)
72284-1-vsecondimpertone|ᎭᏠᎯ|Hadlò:hi.|Let you be getting off (Let you...)
72284-1-vthirdinftone|ᎤᏠᎯᏍᏗ|U:dlò:hísdi.|For him to be getting off (For him to...)
72284-1-vthirdpasttone|ᎤᏠᎢᏒᎢ|Ù:dlóysv̌:ɂi.|He did gett off (He did...a while ago)
72284-1-vthirdprestone|ᎠᏠᎢᏍᎪᎢ|À:dlóysgó:ɂi.|He is usually getting off (He usually...)
72285-1-entrytone|ᎠᏢᏈᏍᎦ|À:dlv̌:kwsga.|He is bragging
72285-1-vfirstprestone|ᎦᏢᏆᏍᎦ|Gadlv̌:gwâ:sga.|I am bragging (I am...)
72285-1-vsecondimpertone|ᎭᏢᏆ|Hadlv̌:kwa.|Let you be bragging (Let you...)
72285-1-vthirdinftone|ᎤᏢᏈᏍᏗ|U:dlv̌:kwísdi.|For him to be bragging (For him to...)
72285-1-vthirdpasttone|ᎤᏢᏆᏒᎢ|Ù:dlv̌:kwsv̌:ɂi.|He did bragg (He did...a while ago)
72285-1-vthirdprestone|ᎠᏢᏈᏍᎪᎢ|À:dlv̌:kwsgóɂi.|He is usually bragging (He usually...)
72286-1-entrytone|ᎠᏢᏔᏍᎦ|À:dlv:tásga.|He is catching up with him, it
72286-1-vfirstprestone|ᏥᏯᏢᏔᏍᎦ|Ji:yadlv̀:tásga.|I am catching up with him, it (I am...)
72286-2-vfirstprestone|ᎦᏢᏔᏍᎦ|Gadlv̀:tásga.|I am catching up with him, it (I am...)
72286-1-vsecondimpertone|ᎯᏯᏢᏔ|Hi:yadlv̀:ta.|Let you be catching up with him, it (Let you...)
72286-2-vsecondimpertone|ᎭᏢᏔ|Hadlv̌:ta.|Let you be catching up with him, it (Let you...)
72286-1-vthirdinftone|ᎤᏢᏔᏍᏗ|U:dlv:tasdi.|For him to be catching up with him, it (For him to...)
72286-1-vthirdpasttone|ᎤᏢᏔᎲᎢ|Ù:dlv:tahv̌:ɂi.|He did catch up with him, it (He did...a while ago)
72286-1-vthirdprestone|ᎠᏢᏔᏍᎪᎢ|À:dlv:tasgó:ɂi.|He is usually catching up with him, it (He usually...)
72287-1-entrytone|ᎠᏙᎳᏅᏍᏗ|Ado:lanv́:sdi.|Walking cane
72287-1-nounadjpluraltone|ᏗᏙᎳᏅᏍᏗ|Di:do:lanv́:sdi.|Walking cane (plural)
72288-1-entrytone|ᎠᏙᏂᏍᎩ|A:dǒ:ni̋:sgi.|Sorcerer
72288-1-nounadjpluraltone|ᏗᎾᏙᏂᏍᎩ|Di:na:dǒ:ni̋:sgi.|Sorcerer (plural)
72289-1-entrytone|ᎠᏚᏓᎴᏍᏗ|Adu:dale̋:sdi.|Freedom
72290-1-entrytone|ᎠᏛᏥ|Advji.|1. dutch, 2. german
72290-1-nounadjpluraltone|ᎠᏂᏛᏥ|Ani:dvji.|1. dutch, 2. german (plural)
72291-1-entrytone|ᎠᏛᏁᎭ|À:dv́:neha.|He is doing it
72291-1-vfirstprestone|ᎦᏛᏁᎭ|Gadv:neha.|I am doing it (I am...)
72291-1-vsecondimpertone|ᎭᏛᎦ|Hadv̀:ga.|Let you be doing it (Let you...)
72291-1-vthirdinftone|ᎤᏛᏁᏗ|U:dv̀nhdi.|For him to be doing it (For him to...)
72291-1-vthirdpasttone|ᎤᏛᏁᎸᎢ|Ù:dv́:ne:lv̌:ɂi.|He did do it (He did...a while ago)
72291-1-vthirdprestone|ᎠᏛᏁᎰᎢ|À:dv́:ne:hó:ɂi.|He is usually doing it (He usually...)
72292-1-entrytone|ᎠᏛᏁᎵᎭ|À:dv́:ne:líha.|He is acting silly
72292-1-vfirstprestone|ᎦᏛᏁᎵᎭ|Gadv́:ne:líha.|I am acting silly (I am...)
72292-1-vsecondimpertone|ᎭᏛᏁᎳ|Hadv̀:ně:la.|Let you be acting silly (Let you...)
72292-1-vthirdinftone|ᎤᏛᏁᏟᏗ|U:dv̀:něhldi.|For him to be acting silly (For him to...)
72292-1-vthirdpasttone|ᎤᏛᏁᎸᏅᎢ|Ù:dv́:ne:lv:hnv̌:ɂi.|He did act silly (He did...a while ago)
72292-1-vthirdprestone|ᎠᏛᏁᎵᏍᎪᎢ|À:dv́:ne:lǐ:sgóɂi.|He is usually acting silly (He usually...)
72293-1-entrytone|ᎠᏛᏁᎵᏍᎩ|Adv̀:ně:li̋:sgi.|Actor
72293-1-nounadjpluraltone|ᎠᎾᏛᏁᎵᏍᎩ|Anadv̀:ne̋́:li̋:sgi.|Actor (plural)
72294-1-entrytone|ᎠᏛᏅᎢᏍᏗᎭ|À:dv:nv́:ɂisdíha.|1. he is preparing it.  2. he is getting ready
72294-1-vfirstprestone|ᎦᏛᏅᎢᏍᏗᎭ|Gadv:nv́:ɂisdíha.|1. I am preparing it.  2. I am getting ready (I am...)
72294-1-vsecondimpertone|ᎭᏛᏅᎢᏍᏓ|Hadv:nv:ɂisda.|1. Let you be preparing it.  2. Let you be getting ready (Let you...)
72294-1-vthirdinftone|ᎤᏛᏅᎢᏍᏙᏗ|U:dv:nvɂisdóhdi.|1. For him to be preparing it.  2. For him to be getting ready (For him to...)
72294-1-vthirdpasttone|ᎤᏛᏅᎢᏍᏔᏅᎢ|Ù:dv:nv́:ɂistánv́:ɂi.|1. He did prepar it.  2. He did gett ready (He did...a while ago)
72294-1-vthirdprestone|ᎠᏛᏅᎢᏍᏗᏍᎪᎢ|À:dv:nv́:ɂisdǐ:sgoɂi.|1. he is usually preparing it.  2. he is usually getting ready (He usually...)
72295-1-entrytone|ᎠᎦᏓᎭᎢ|Aga:da:ha̋:ɂi.|Dirty (animate)
72295-1-nounadjpluraltone|ᎠᏂᎦᏓᎭᎢ|Ani:ga:da:ha̋:ɂi.|Dirty (animate) (plural)
72296-1-entrytone|ᎠᎦᏟᏱ|Agahli̋:yi.|Eager
72296-1-nounadjpluraltone|ᎠᏂᎦᏟᏱ|Ani:gahli̋:yi.|Eager (plural)
72297-1-entrytone|ᎠᎦᎵᎭ|À:gá:liha.|It is (sun or moon) shining
72297-1-vthirdinftone|ᎤᎦᎵᎯᏍᏗ|U:ga:lǐ:hísdi.|For him to be (sun or moon) shining (For him to...)
72297-1-vthirdpasttone|ᎤᎦᎵᏒᎢ|Ù:gá:li:sv̌:ɂi.|A while ago he did (sun or moon) shining (He did...a while ago)
72297-1-vthirdprestone|ᎠᎦᎵᏍᎪᎢ|À:gá:li:sgó:ɂi.|It is usually (sun or moon) shining (He usually...)
72298-1-entrytone|ᎠᎦᎳᏍᎦ|À:gâ:lsga.|1.  he is breaking a flexible object, 2. he is cutting a flexible object
