"id","entrytone","nounadjpluraltone","vfirstprestone","vsecondimpertone","vthirdinftone","vthirdpasttone","vthirdprestone","definitiond"
72975,"ga-","","","","","","","third person plural animate object. (see Gram. I, B)"
72976,"ga2chi.2no4sda","di.2ga2chi.2no4sda","","","","","","straight"
72977,"ga2chi.2no2si.3ha","","ji1chi.2no2si.3ha","hi2chi.2no23sa","u.2wa2chi.2no2soh2di","u1wa2chi.2no2sa.2hnv23?i","ga2chi.2no2si.23sgo.3?i","he's straightening it"
72979,"ga23da","","","","","","","1. soil  2. land"
72980,"ga.2da.3?a","","ga.2da.3?a","ha.2da.3?e2sdi","","","ga.2da.3?o3?i","it (flexible object) is hanging"
72981,"ga1da.?3di","di.2ga1da.?3di","","","","","","flag"
72982,"ga23da.3gu1gu","","","","","","","crock"
72983,"ga2da.2gwa.3la","","","","","","","clay"
72984,"ga2da2ha4?i","di.2ga2da2ha4?i","","","","","","dirty"
72985,"ga2da.2lu23gi.3?a","","ji2da.2lu23gi.3?a","hi2da.2lu2gv1ga","u.2wa2da.2lu23go32di","u1wa2da.2lu23ga32nv23?i","ga2da.2lu23gi32sgo3?i","he's plowing it"
72986,"ga2da.2lu3go1di","di.2ga2da.2lu3go1di","","","","","","plow"
72987,"ga.2de3?a","","ga.2de3?a","ha.2da.2gi","u2de1sdi","u1de3sv23?i","ga2de3sgo3?i","he's removing it (solid or flexible object) from a hanging position"
72988,"ga2dey23sdi.2ha","","ji2de23ya32sdi.2ha","hi2dey2sda","u.2wa2dey23sdoh2di","u1wa2dey23sta.2nv23?i","ga2dey23sdi2sgo3?i","he's turning it"
72989,"ga1di2ge4ni","di.2ga1di2ge4ni","","","","","","his heel"
72990,"ga2di3gwa.2lv2dey23sdi.2ha","","ji2di3gwa.2lv2dey23sdi.2ha","hi2di1gwa.2lv2dey23sda","u.2wa2di1gwa.2lv2dey23sdoh2di","u1wa2di3gwa.2lv2dey23sta.2nv23?i","ga2di3gwa.2lv2dey23sdi2sgo3?i","he's spinning it"
72991,"ga3dlo2hi.3ha","","ji3dlo2hi.3ha","hi1dlo23ga","u.2wa1dlo23sdi","u1wa3dlo2hlv23?i","ga3dlo2hi.2ho3?i","he's strapping it"
72992,"ga.2do1","","","","","","","what (a verb reply expected)"
72993,"ga.2do32ga","","ji.2do32ga","hi.2do32ge3sdi","","","ga.2do32go3?i","he's standing"
72994,"ga2do4hi","","","","","","","on the ground"
72995,"ga.2do1hv3","","","","","","","why"
72996,"ga2do23li32ga","","ji2ya2do23li32ga","hi2ya2do2li1gi","u.2wa2do2li.3sdi","u1wa2do23li32jv23?i","ga2do23li32go3?i","he's pitying him"
72997,"ga.2dohn3di.3ha","","ji2ya.2donh3di.3ha, ga.2donh3di.3ha","hi2ya.2donh1da, ha.2donh1da","u2donh1doh3di","u1donh3ta.3nv3?i","ga.2donh3di23sgo.3?i","he is dropping him, it (flexible)"
72998,"ga.2do.3sga","","ga.2do.3sga","ha.2do1hi","u2do1hi.3sdi","u1do.3sv23?i","ga.2do.3sgo3?i","it (a flexible object) is falling from a hanging position"
72999,"ga.2do2 u4sdi","ga.2do2 ju4sdi, ga.2do2 un4sdi","","","","","","which"
73000,"ga.2do.2 u2sdi","","","","","","","what (a noun or infinitive reply expected)"
73001,"ga4du","","","","","","","bread"
73002,"ga.2du3","","","","","","","on top"
73003,"ga2du3gi","","","","","","","cooperative labor (involving a community)"
73004,"ga2du3hv4?i","","","","","","","town"
73005,"ga3du2hv.3sga","","ji3du2hv.3sga","hi1du2hv1ga","u2wa1tdi","u1wa3du2hnv23?i","ga3du2hv.2sgo3?i","he's baking it"
73006,"ga1du2li4da","","","","","","","wet"
73007,"ga.2du4si","","","","","","","hill"
73008,"ga3du2 u2ga.2na4sda","","","","","","","cake"
73009,"ga.2dv3?v.2sga","","ji2ya.2dv3?v.2sga, ga.2dv3?v.2sga","ha.2dv.2?v1ga","u2dv1di","u1dv3nv23?i","ga.2dv3?v.2sgo3?i","he's hanging up a flexible object"
73010,"ga23ga.3ma","","","","","","","cucumber"
73011,"ga2ga.2we23sdi","di.2ga2ga.2we23sdi","","","","","","paddle, oar"
73012,"ga2ga.2we23sga","","ji2ga.2we3sga","hi2ga.2we23hi","u.2wa2ga.2we23sdi","u1wa2ga.2we23sv3?i","ga2ga.2we23sgo.3?i","he's rowing, paddling"
73013,"ga2ge4da","di2ni2ge4da, di.2ga2ge4da","","","","","","heavy"
73014,"ga32gi3","","","","","","","who (used only with echo questions)"
73015,"ga3go2","","","","","","","who"
73016,"ga3gwa.2tdi","di.2ga3gwa.2tdi","","","","","","wheel"
73017,"ga2gwa.2yo2hi.3ha","","ji2ya2gwa.2yo.2?i.3ha, ji2gwa.2yo.2?i.3ha","hi2ya2gwa.2yo.2?a, hi2gwa.2yo23ha","u.2wa2gwa.2yo2sdi","u1wa2gwa.2yo2hlv23?i","ga2gwa.2yo2hi.2ho3?i","he's pecking it"
73018,"ga2ha.2tdi","di.2ga2ha.2tdi","","","","","","wedge"
73019,"gahl2di.3ha","","ji.2lo1di.3ha","hihl2da","uhl2doh3di","uhl1ta.2nv3?i","gahl2di23sgo.3?i","he's putting it into a container"
73020,"gahl3doh2di","di.2gahl3doh2di","","","","","","container"
73021,"gahl2gwo23gi","","","","","","","seven"
73022,"gahl2gwo2gi2ne4?i","","","","","","","seventh"
73023,"ga3hli.2da","di.2ga3hli.2da","","","","","","arrow"
73024,"ga.2hli.3ha","","ji.?2li.3ha","hi.2hlv23na","u2hlvnh2di","","ga.2hli.2ho3?i","he's sleeping"
73025,"ga3hli2si.3ha","","ji3hli2si.3ha","hi1hli23sa","u.2wa1hli23soh3di","u1wa3hli2sa.2hnv23?i","ga3hli2si23sgo.3?i","he's gathering it"
73026,"gahl2ja.?2di","di.2gahl2ja.?2di","","","","","","bow"
73027,"gahl2jo23de","","","","","","","house"
73028,"gahl2jo3tdoh2di","","","","","","","roofing"
73029,"gahl2jo2tv4?i","de2gahl3jo2tv4?i","","","","","","tent"
73030,"ga3hlu.2sga","","ji3hlu.2sga","hi1hlu1ga","u.2wa1hlu.3sdi","u1wa3hlu.2nv23?i","ga3hlu.2sgo3?i","he's piling it up"
73031,"ga.2hlv3?i.2ha","","ji2ya.?2lv3?i.2ha, ga.?2lv3?i.2ha","hi2ya.?2lv23ja, ha.2hlv23ja","u2hlv1sdi","u1hlv3lv23?i","ga.2hlv3?i.2ho3?i","he's tying him, it up"
73032,"ga.2hlv.3sga","","ji.?2lv.3sga","hi.2hlv1ga","uhl2di","u1hla.2nv3?i","ga.2hlv.3sgo.3?i","he's putting it in a hole or a container"
73033,"ga.2hlv2sga","","ji.?2lv2sga","hi.2hlv23na","u2hlvnh2di","u1hlv2hnv23?i","ga.2hlv2sgo3?i","he's sleepy, he's going to sleep"
73034,"ga.2hne3ga","","ji.?2ne3ga","hi.2hnu1ga","u2hnv1sdi","u1hnv3sv23?i","ga.2hne3go3?i","he's taking a flexible object somewhere by hand"
73035,"ga.2hne.3ha","","ji1ne.3ha, ji.?2ne.3ha","hi.2hne2he3sdi","","","ga.2hne2ho3?i","he's holding a flexible object"
73036,"ga.2hni23do32ha","","ji.?2ni23do32ha","hi.2hni23da","u2hni23da32sdi","u1hni23do32lv23?i","ga.2hni23do32ho3?i","he's handling a flexible object"
73037,"ga2hya.?3dlv4?i","de2ga3hya.?3dlv4?i","","","","","","collar"
73038,"ga2hya.2hu2lo","di.2ga2hya.2hu2lo","","","","","","saddle"
73039,"ga2hye3?a","","ji2ya1ye3?a, ji1ye3?a","hi2ya1ya.2ga, hi2hya.2ga","u.2wa2hye1sdi","u1wa2hya3?v23?i","ga2hye3sgo3?i","he's eating a flexible object"
73040,"ga2hye4sdi","di.2ga2hye4sdi","","","","","","something flexible to eat"
73041,"ga2ja.2ga.2li.3ha","","ji2ja.2ga.2li3?a","hi2ja.2ga.2la","u.2wa2ja.2gahl2di","u1wa2ja.2ga.2lv2hv23?i","ga2ja.2ga.2li23sgo.3?i","he's ripping it"
73042,"ga2ja.2li.2go23sga","","ji2ya2ja.2li.2go3sga, ji2ja.2li.2go3sga","hi2ya2ja.2li.2go23la, hi2ja.2li.2go23la","u.2wa2ja.2li.2go23sdi","u1wa2ja.2li.2go23sv3?i","ga2ja.2li.2go23sgo.3?i","he's scratching him, it"
73043,"ga2ja.2nu4li","","","","","","","fast"
73044,"ga2ja.2yo2hi.3ha","","ji2ya2ja.2yo.2?i.3ha, ji2ja.2yo.2?i.3ha","hi2ya2ja.2yo.2?a, hi2ja.2yo23ha","u.2wa2ja.2yo2sdi","u1wa2ja.2yo2hlv23?i","ga2ja.2yo2hi.2ho3?i","1. he's pricking him, it  2. he's giving him an injection"
73045,"ga3jv2wa32sdi.2ha","","ji3jv2wa32sdi.2ha","hi1jv2wa1sda","u.2wa1jv23wa32sdoh2di","u1wa3jv2wa32sta.2nv23?i","ga3jv2wa32sdi2sgo3?i","he's wringing it out"
73046,"ga2jvy3sga","","ji2ya2jvy3sga","hi2ya2jv1hya","u.2wa2jvy1sdi","u1wa2jv3hyv23?i","ga2jvy3sgo3?i","he's stinging it"
73047,"ga2ka.2hi2ya.3?a","","ji2ya1ka.2hi2ya.3?a","hi2ya1ka.2hi23ya","u2wa2ka.2hi23ya32sdi","u1wa2ka.2hi3yv23?i","ga2ka.2hi2ya32sgo3?i","he's leaving a living thing behind"
73048,"ga2ka32ne.2ha","","ji2ya1ka32ne.2ha","hi2ya1ka1si","u.2wa2ka1neh3di","u1wa2ka32ne2lv23?i","ga2ka32ne2ho3?i","he's giving him a living thing"
73049,"ga3koh2di","di.2ga3koh2di","","","","","","n. plant (potted plants, young trees, young garden plants)"
73050,"ga2kwe2nv2sga","","ji2ya1kwe2nv2sga, ji1kwe2nv2sga","hi2ya1kwe2nv23na, hi2kwe2nv23na","u.2wa2kwe2nvh2di","u1wa2kwe2nv2hnv23?i","ga2kwe2nv2sgo3?i","he's wrapping him, it"
73051,"ga.2la.3di.3?a","","ji.2la.3di.3?a","hi.2la.2da","u2la.2di1sdi","u1la.3dv23?i","ga.2la.2di32sgo3?i","he's putting a long object in a container"
73052,"ga.3la.2di1sdoh2di","di.2ga.3la.2di1sdoh2di","","","","","","container (for a long object)"
73053,"ga.2la.2nv2dv4?i","de2ga.3la.2nv2dv4?i","","","","","","street"
73054,"ga.2le3?a","","ji.2le3?a","hi.2la.2gi","u2le1sdi","u1le3sv23?i","ga.2le3sgo3?i","he's taking it (solid or flexible object) out of a container"
73055,"ga.?3le1ga","","ji.?3le1ga","hi.?2lu1ga","u2lv1sdi","u1lv32sv23?i","ga.?3le1go3?i","he's climbing it"
73056,"ga.?2le1gi","","","","","","","blacksnake"
73057,"ga.?2le4ni","di.2ga.?2le4ni","","","","","","his ear"
73058,"ga.2le3yv2sga","","ji.2le3yv2sga","hi.2le1yv23hi","u2le1yv23hi.3sdi","u1le3yv2sv23?i","ga.2le3yv2sgo3?i","he's burning"
73059,"ga.2le2yv23sga","","ji.2le2yv3sga","hi.2le2yv23hi","u2le2yv23hi.3sdi","u1le2yv23sv3?i","ga.2le2yv23sgo.3?i","a long object is falling from an upright position"
73060,"ga.?3li2do3ha","","ji.?3li2do3ha","hi.?2li23da","u2li23da32sdi","u1li3do1lv23?i","ga.?3li2do3ho3?i","he's climbing around"
73061,"ga.2li3ga","","","","","u1li3jv23?i","ga.2li3go3?i","it (forest or grass) is burning"
73062,"ga.2li23ha","","ji.2li3?a","hi.2la","uhl2di","u1lv2hv23?i","ga.2li23sgo3?i","he's taking a long object out of a container"
73063,"ga.2li2hwo3ga","","ji.2li1wo3ga","hi.2li2hwo1gi","u2li2hwo1sdi","u1li2hwo3jv23?i","ga.2li2hwo3go3?i","it (animal, plant) is dying"
73064,"ga.2li.2jo3hi.2da","di2na.2li.2jo3hi.2da","","","","","","fat"
73065,"ga.2li3?v2hni.3ha","","ji2li3?v2hni.3ha","hi2li.2?vhn2ga","u2li.2?vhn23sdi","u1li3?v2hni.2lv23?i","ga.2li3?v2hni.2ho3?i","he's spanking him"
73066,"ga.2lo2gi3?a","","ji.2lo2gi3?a","hi.2lo2gv1ga","u2lo23go32di","u1lo2ga32nv23?i","ga.2lo2gi3sgo3?i","he's hoeing it"
73068,"ga.2lo2go1di","di.2ga.2lo2go1di","","","","","","hoe"
73069,"ga.2lo1gwe","di.2ga.2lo1gwe","","","","","","gun"
73070,"ga.2lo2hi.2sdi.3ha","","ji.2lo.2?i.2sdi.3ha","hi.2lo2hi.2sda","u2lo2hi.2sdoh3di","u1lo2hi.2sta.3nv3?i","ga.2lo2hi.2sdi23sgo3?i","he's stopping by (on his way somewhere)"
73071,"ga.2lo2hi.2sdi4?i","di.2ga.2lo2hi.2sdi4?i","","","","","","doorway, door"
73072,"ga.2lo2hi.2se.3ha","","ji2lo.2?i.2se.3ha","hi2lo.2?i.2si","u2lo2hi.2seh3di","u1lo2hi.2se23lv3?i","ga.2lo2hi.2se23ho3?i","he's over-taking him, it"
73073,"Ga.?2lo2hni","","","","","","","August"
73074,"ga.2lo2na32sdi.2ha","","ji2lo2na32sdi.2ha","hi2lo2na1sda","u2lo2na1sdoh3di","u1lo2na32sta.2nv23?i","ga.2lo2na32sdi2sgo3?i","1. He's bluffing him. 2. he's deceiving him 3. he's tricking him"
73075,"ga.2lo23ne.3?a","","ji.2lo23ne3?a","hi.2lo23na","u2lo23ne32di","u1lo23ne.3?v23?i","ga.2lo23ne32sgo3?i","he's oiling it"
73076,"ga.2lonh3di.2ha","","ji2lonh3di.2ha","hi2lonh1da","u2lonh1doh3di","u1lonh3ta.2nv23?i","ga.2lonh3di23sgo.3?i","he's making him fall from an elevated psition"
73077,"ga.2lo2nu2he23ha","","ji.2lo2nu.2?e23ha","hi.2lo2nu2hv23la","u2lo2nu2heh2di","u1lo2nu2he23hlv3?i","ga.2lo2nu2he23sgo3?i","he's cheating"
73078,"ga.2lo2sga","","ji.2lo1sga","hi.2lo23hi","u2lo2hi.2sdi","u1lo2sv23?i","ga.2lo2sgo3?i","1. v.i. he's passing by without stopping 2. v.t. he's passing it (test, exam, etc.)"
73079,"ga.2lo32sga","","ji.2lo32sga","hi.2lo1hi","u2lo1hi.3sdi","u1lo32sv23?i","ga.2lo32sgo3?i","he's falling from an elevated position"
73080,"ga.?3luh2ga","","ji.?3luh2ga","hi.?2luh2gi","u2lu.3hi.3sdi","u1luh3jv23?i","ga.?3luh2go3?i","he's arriving"
73081,"ga.2lu23lo32ga","","ji.2lu23lo32ga","hi.2lu2lo1gi","u2lu23lo32sdi","u1lu23lo32jv23?i","ga.2lu23lo32go3?i","1. it's lacking 2. it's missing"
73082,"ga.2luy1sdi","di.2ga.2luy1sdi","","","","","","axe"
73083,"ga.2luy1sdi","a.2ni2ga.2luy1sdi","","","","","","bed bug"
73084,"ga.2luy32sga","","ji.2luy32sga","hi.2lu1hya","u2luy1sdi","u1lu32hyv23?i","ga.2luy32sgo3?i","he's chopping it"
73085,"ga.2lv3doh2di","di.2ga.2lv3doh2di","","","","","","container for something flexible"
73086,"ga.2lv3hni.2ha","","ji2lv3hni.2ha","hi2lvnh1ga","u2lvn1sdi","u1lv3hni.2lv23?i","ga.2lv3hni.2ho3?i","he's beating him up"
73087,"ga.2lv23la.3di","","","","","","","heaven"
73088,"ga.2lv3la.2di",,,,,,,"high"
73089,"ga.2lv23la.3di2dla","","","","","","","above"
73090,"ga.2lv23la.3di.2ge4?i","","","","","","","higher"
73091,"ga.2lv2lo4?i","","","","","","","Sky"
73092,"ga.2lv3sga","","ji.2lv3sga","hi.2lv.2?v1ga","u2lv1di","u1lv3nv23?i","ga.2lv3sgo3?i","he's putting a flexible object in a hole or in a container"
73093,"ga.2na.2de3ga","","ji.2na.2de3ga","hi2na2du1ga","u2na2di23nv32di","u1na.2di23nv32sv23?i","ga.2na.2de3go3?i","he's selling it"
73094,"ga.2na1hla.3?i","","","","","","","livestock"
73095,"ga.2na32hlv.2sga","","ji2na32hlv.2sga","hi2na1hlv.2?v1ga","u2na1hlv1di","u1na32hlv1nv23?i","ga.2na32hlv.2sgo3?i","he's hiring him"
73096,"ga1na4li","a.2ni1na4li","","","","","","lazy"
73097,"ga1na.?3li","","","","","","","castrated horse, dog sheep, etc"
73098,"ga.2nawh32ti.3ha","","ji2nawh32ti.3ha, ji.2nawh32ti.3ha","hi2nawh1ta, hi.2naw1ta","u2nawh1tvh3di","u1nawh32tv2hv23?i","ga.2nawh32ti23sgo.3?i","he's finding a flexible object"
73099,"ga.2na32wi2di.3ha","","ji2na32wi2di.3ha, ji.2na32wi2di.3ha","hi2na1wi23da, hi.2na1wi23da","u2na1wi23tdi","u1na32wi2dv2hv23?i","ga.2na32wi2di23sgo3?i","he's taking it (animal, flexible object) somewhere"
73100,"ga.3na.2ye1gi","a.2ni23na.2ye1gi","","","","","","dangerous"
73101,"ga.2ne3?a","","ji2ne3?a, ji.2ne3?a","hi2na.2gi, hi.2na.2gi","u2ne1sdi","u1ne2sv23?i","ga.2ne3sgo3?i","1. he's getting a flexible object  2. he's picking up a flexible object"
73102,"ga.2ne23dli3yv.2?a","","ji.2ne23dli3yv.2?a","hi.2ne2dli2yv23na","u2ne23dli2yv23sdi","u1ne23dli3yv.1sv23?i","ga.2ne23dli3yv1sgo3?i","he's changing it"
73103,"ga.2ne1ga","","","","","","","skin"
73104,"ga2ne3ga",,"ji2ne3ga","hi2nu1ga","u.2wa2nv1sdi","u1wa2nv3sv23?i","ga2ne3go3?i","he's taking a long object somewhere by hand"
73105,"ga.2ne3ga.2li.3ha","","ji2ne3ga.2li.3ha, ji.2ne3ga.2li.3ha","hi2ne1ga.2la, hi.2ne1ga.2la","u2ne1gahl3di","u1ne3ga.2lv2hv23?i","ga.2ne3ga.2li23sgo3?i","he's peeling, skinning him, it"
73106,"ga.2ne2gi3?a","","ji.2ne2gi3?a","hi.2ne23gi","u2ne2gi1sdi","u1ne2gi3sv23?i","ga.2ne2gi3sgo3?i","1. he's getting some liquid  2. he's picking up some liquid"
73107,"ga.2ne2gi3?e2ha","","ji2ne2gi3?e2ha","hi2ne2gi1si","u2ne2gi.2?eh3di","u1ne2gi3?e2lv23?i","ga.2ne2gi3?e2ho3?i","1. he's taking liquid from him, it  2. he's milking it (when used with unvdi)"
73108,"ga.2ne23gu3di2?a","","ji2ne23gu3di2?a","hi2ne2gu23da","u2ne23gu3di1sdi","u1ne23gu3dv23?i","ga.2ne23gu3di1sgo3?i","he's bewitching him"
73109,"ga2ne.3ha","","ji2ne.3ha","hi2ne2he3sdi","-----","-----","ga2ne2ho3?i","he's holding the long object in his hand"
73110,"ga.2ne2hi2ya3?a","","ji.2ne.2?i2ya.3?a","hi.2ne2hi23ya","u2ne2hi23ya32sdi","u1ne2hi3yv23?i","ga.2ne2hi2ya32sgo3?i","he's leaving some liquid"
73111,"ga.2ne2hne3ha","","ji2ne1ne.3ha","hi2ne.2?v.2si","u2ne2hne3di","u1ne2hne23lv3?i","ga.2ne2hne23ho.3?i","he's giving him some liquid"
73112,"ga.2ne2hwah2ti.3ha","","ji.2ne1wah2ti.3ha","hi.2ne2hwah2ta","u2ne2hwah2tvh2di","u1ne2hwah2tv2hv23?i","ga.2ne2hwah2ti23sgo.3?i","he's finding some liquid"
73113,"ga.2ne2hwi2di.3ha","","ji.2ne1wi2di.3ha","hi.2ne2hwi23da","u2ne2hwi2tdi","u1ne2hwi2dv2hv23?i","ga.2ne2hwi2di2sgo3?i","he's taking some liquid somewhere"
73114,"ga.2ne2ji4?i","","","","","","","his chest"
73115,"ga.2ne23la","","ji.2ne23la","hi.2ne23le32sdi","-----","-----","ga.2ne23lo.3?i","he lives (resides)"
73116,"ga.2ne4li","di2ni2ne4li","","","","","","married person"
73117,"ga.2ne23sda.3la.2di.2?a","","ji.2ne23sda.3la.2di.2?a","hi.2ne2sda.2la.2da","u2ne23sda.3la.2di1sdi","u1ne23sda.3la.2dv23?i","ga.2ne23sda.3la.2di1sgo3?i","it's freezing"
73118,"ga.2ne2soy32sga","","-----","-----","u2ne2soy1sdi","u1ne2soy32sv23?i","ga.2ne2soy32sgo3?i","it's hailing"
73119,"ganh2doh3gi","di.2ganh2doh3gi","","","","","","saw"
73120,"ganh2doh3gv4?i","de2ganh3doh3gv4?i","","","","","","his tooth"
73121,"ganh2ga","","ji.2nv1ga","hinh2ge3sdi","-----","-----","ganh2go3?i","he's lying down"
73122,"ganh1go3?i","-----","","","","","","his tongue"
73123,"ganh2gwa.3?e2ha","","jinh1gwa.3?e2ha","hinh2gwa.2?v23la","unh2gwa.2?eh3di","unh1gwa.3?e2hv23?i","ganh2gwa.3?e2sgo3?i","he's agitating liquid"
73124,"ganh2je3ga","","ji.2nv1je3ga","hinh2ju1ga","unh2jv1sdi","unh1jv3sv23?i","ganh2je3go3?i","he's taking a liquid somewhere by hand"
73125,"ganh2je.3ha","","ji.2nv1je.3ha","hinh2je2he3sdi","-----","-----","ganh2je2ho3?i","he's holding some liquid"
73126,"ganh2ji23do32ha","","ji.2nv1ji23do32ha","hinh2ji23da","unh2ji23da32sdi","unh1ji23do32lv23?i","ganh2ji23do32ho3?i","he's handling some liquid"
73127,"ganh2ta.2ni2do4hi","a.2ninh2ta.2ni2do4hi","","","","","","salesman"
73128,"ga.?3ni","","","","","","","1. bullet  2. lead"
73129,"ga.2ni3da.?2dv4i","-----","","","","","","his tail"
73130,"ga2ni23do32ha","","ji2ni23do32ha","hi2na23da","u.2wa2ni23da32sdi","u1wa2ni23do32lv23?i","ga2ni23do32ho3?i","he's handling a long object"
73131,"ga.2ni.2gwa32ti.2ha","","ji2ni.2gwa32ti.2ha","hi2ni.2gwa1ti.2ga","u2ni.2gwa1ti.3sdi","u1ni.2gwa32ti.2hlv23?i","ga.2ni.2gwa32ti.2ho3?i","he hates him"
73132,"ga.2ni2hla.3di.3?a","","ji.2ni1hla.3di.3?a","hi.2ni2hla.2da","u2ni2hla.2di1sdi","u1ni2hla.3dv23?i","ga.2ni2hla.3di32sgo3?i","he's setting up a bed"
73133,"ga.2ni2hla.2di32sdi","di.2ga.2ni2hla.2di32sdi","","","","","","bedstead"
73134,"ga.2ni2hli","di.2ga.2ni2hli","","","","","","bed"
73135,"ga.2ni23la.3di.2?a","","ji.2ni23la.3di.2?a","hi.2ni2la.2da","u2ni23la.3di1sdi","u1ni23la.3dv23?i","ga.2ni23la.3di1sgo3?i","1. he's pleading 2. he's urging"
73136,"ga.?3ni2si.3ha","","ji3ni2si.3ha","hi2ni23sa","u2ni23soh3di","u1ni3sa.2hnv23?i","ga.?3ni2si23sgo.3?i","he's burying him"
73137,"ga.?3ni2ya.3?a","","ji.?3ni2ya3?a","hi.?2ni23ya","u2ni23ya32sdi","u1ni3yv23?i","ga.?3ni2ya32sgo3?i","he's leaving it (flexible)"
73138,"ga.?3ni2yi.3ha",,"ji3ni2yi.3ha, ji.?3ni2yi.3ha","hi2ni23ya, hi.?2ni23ya","u2niyh23di","u1ni3yv2hv23?i","ga.?3ni2yi23sgo.3?i","1. he's catching him 2. he's arresting him 3. he's playing catcher"
73139,"ga.?2ni23yi4sgi","a.2ni?2ni23yi4sgi","","","","","","catcher"
73140,"ga.2no2ha.2li23do32ha","","ji.2no.2?a.2li23do32ha","hi.2no2ha.2li23da","u2no2ha.2li23da32sdi","u1no2ha.2li23do32lv23?i","ga.2no2ha.2li23do32ho3?i","he's hunting"
73141,"ga.2no2ha.2li2do4hi","a.2ni2no2ha.2li2do4hi","","","","","","hunter"
73142,"ga.2no2hi23li","","ji.2no.2?i23li","hi.2no2hi23li32se3sdi","-----","-----","ga.2no2hi23li32so3?i","he, it's flying"
73143,"ga.2no2hu23gi.3?a",,"-----","-----","u2no2hu23go32di","u1no2hu23ga32nv23?i","ga.2no2hu23gi32sgo3?i","it's flooding"
73144,"ga.2no2hyv2hli.2sdi.3ha","","ji.2no2yv1li.2sdi.3ha","hi.2no2hyv2hli.2sda","u2no2hyv2hli.2sdoh3di","u1no2hyv2hli.2sta.3nv3?i","ga.2no2hyv2hli.2sdi23sgo3?i","he's causing it to sound"
73145,"ga.2no1ji","","","","","","","leather"
73146,"ga.2no2lv3?v.2sga","","-----","-----","u2no2lv1di","u1no2lv3nv23?i","ga.2no2lv3?v.2sgo3?i","it (wind) is blowing"
73147,"ga.2no2sgi3?a","","ji.2no1sgi3?a","hi.2no23sgi","u2no2sgi1sdi","u1no2sgi3sv23?i","ga.2no2sgi3sgo3?i","he's stealing it"
73149,"ga.2no2sgi4da","di.2ga.2no2sgi4da","","","","","","stolen"
73150,"ga.2no2sgi4sgi","a.2ni2no2sgi4sgi","","","","","","thief"
73151,"ga.2no23yv32ga","","ji.2no23yv32ga","hi.2no2yv1gi","u2no23yv.3?i.2sdi","u1no23yv32jv23?i","ga.2no23yv32go3?i","1. he, it's sinking  2. he, it is being buried"
73152,"gan2sa.2ne3?a","","ji2na1sa.2ne3?a, ji.2na1sa2ne3?a","hi2na1sa.2na.2gi, hin2sa.2na.2gi","un2sa.2ne1sdi","un1sa.2ne3sv23?i","gan2sa.2ne3sgo3?i","he's pulling him, it"
73153,"gan2sda","","","","","","","stick"
73154,"gan2si23ne32ga","","ji2na1si23ne32ga, ji2na1si23ne32ga","hi2na1si2nu1ga, hin2si2nu1ga","un2si23nv32sdi","un1si23nv32sv23?i","gan2si23ne32go3?i","1. he's dragging him, it 2. he's towing it"
73155,"ga.2nu2go3ga","","ji.2nu2go3ga","hi.2nu2go2?i","u2nu2go1sdi","u1nu2go3jv23?i","ga.2nu2go3go3?i","he's exiting"
73156,"ga.2nu2go3gv4?i","de2ga.3nu2go3gv4?i","","","","","","spring"
73157,"ga.2nu2go.2?i.2sdoh3di4?","","","","","","","exit"
73158,"ga.2nu23lv","","","","","","","grass, weed"
73159,"ga.2nu23lv a3gal1sdi","","","","","","","lawn mower"
73160,"ga.2nu3te2yo.3ha","","ji2nu3te2yo.3ha, ji.2nu3te2yo.3ha","hi2nu1te2ya.3ga, hi.2nu1te2ya.2ga","u2nu1te23ya32sdi","u1ne3te2yo32lv23?i","ga.2nu3te2yo.3ho3i","he's twisting him, it"
73161,"ga.2nv23di.3?a","","ji2nv23di.3?a, ji.2nv23di.3?a","hi2nv23da, hi.2nv23da","u2nv23di32sdi","u1nv3dv23?i","ga.2nv23di32sgo3?i","he's missing him, it"
73162,"ga.2nv2di4?i","di.2ga.2nv2di4?i","","","","","","his breast"
73163,"ga.2nv3ga","","ji.2nv3ga","hi.2nv1gi","u2nv.2?i.3sdi","u1nv3jv23?i","ga.2nv3go23?i","he's falling from an upright  position"
73164,"ga.2nv2ga.2li.3ha","","ji2nv2ga.2li3?a, ji.2nv2ga.2li3?a","hi2nv2ga.2la, hi.2nv2ga.2la","u2nv2gahl2di","u1nv2ga.2lv3?hvi","ga.2nv2ga.2li23sgo.3?i","he's cleaning him, it"
73165,"ga.2nv2gwa.2lo3?a","","ji.2nv2gwa.2lo3?a","hi.2nv2gwa.2lo23ja","u2nv2gwa.2lo1sdi","u1nv2gwa.2lo3?v23?i","ga.2nv2gwa.2lo3sgo3?i","he's hammering it"
73166,"ga.2nv2gwa.2lo4sdi","di.2ga.2nv2gwa.2lo4sdi","","","","","","hammer"
73167,"ga.2nv2gwa2lo1sgi4?i","","","","","","","a blacksmith shop"
73168,"ga.2nv2hi4da","di.2ga.2nv2hi4da","","","","","","long"
73169,"ga.2nv3hlo2hi.3ha","","ji2nv3hlo2hi.3ha, ji.2nv3hlo2hi.3ha","hi2nv1hlo23ga, hi.2nv1hlo23ga","u2nv1hlo23sdi","u1nv3hlo2hlv23?i","ga.2nv3hlo2hi.2ho3?i","1. he's tying up a leg 2. he's applying a break"
